OBJ,zipcode,date,time,race,sex,age,wound,is_officer_involved,is_offender_deceased,is_offender_injured,is_fatal
OBJ_11871052,19121,9/7/23,13-14,B,M,30,Arm,N,N,N,0
OBJ_11871053,19121,9/15/23,19-20,B,F,24,Chest,N,N,N,0
OBJ_11871054,19121,9/15/23,19-20,B,M,27,Multiple,N,N,N,0
OBJ_11871055,19121,9/20/23,13-Dec,B,M,33,Multiple,N,N,N,1
OBJ_11871056,19132,9/20/23,20-21,B,M,21,Multiple,N,N,N,0
OBJ_11871057,19132,9/21/23,7-Jun,W,M,68,Buttocks,N,N,N,0
OBJ_11871058,19132,9/24/23,6-May,B,M,24,Leg,N,N,N,0
OBJ_11871059,19121,9/26/23,6-May,B,M,32,Shoulder,N,N,N,0
OBJ_11871060,19121,9/29/23,21-22,B,F,58,Multiple,N,N,N,0
OBJ_11871061,19121,9/29/23,21-22,B,M,59,Ankle,N,N,N,0
OBJ_11871062,19132,9/30/23,0-1,B,M,38,Multiple,N,N,N,0
OBJ_11871063,19122,10/1/23,19-20,B,M,14,Leg,N,N,N,0
OBJ_11871064,19132,10/2/23,13-Dec,B,M,57,Chest,N,N,N,0
OBJ_11871065,19121,10/3/23,12-Nov,B,M,24,Hand,N,N,N,0
OBJ_11871066,19121,10/8/23,20-21,B,M,19,Multiple,N,N,N,0
OBJ_11871067,19121,10/8/23,20-21,B,M,15,Multiple,N,N,N,0
OBJ_11871068,19121,10/10/23,12-Nov,B,M,19,Ankle,N,N,N,0
OBJ_11871069,19132,10/11/23,16-17,W,M,25,Back,N,N,N,0
OBJ_11871071,19121,10/27/23,23-24,B,M,25,Ankle,N,N,N,0
OBJ_11871072,19121,10/27/23,23-24,B,M,27,Leg,N,N,N,0
OBJ_11871073,19132,11/3/23,22-23,B,M,23,Multiple,N,N,N,0
OBJ_11871481,19141,1/6/23,22-23,B,M,24,Leg,N,N,N,0
OBJ_11871482,19141,1/7/23,8-Jul,B,M,57,Groin,N,N,N,0
OBJ_11871483,19138,1/8/23,16-17,B,M,30,Multiple,N,N,N,0
OBJ_11871484,19138,1/8/23,16-17,B,M,38,Multiple,N,N,N,0
OBJ_11871485,19141,1/13/23,19-20,B,M,30,Leg,N,N,N,0
OBJ_11871486,19141,1/15/23,18-19,B,M,29,Shoulder,N,N,N,0
OBJ_11871487,19120,1/16/23,20-21,B,M,12,Abdomen,N,N,N,0
OBJ_11871488,19140,1/20/23,21-22,B,M,31,Abdomen,N,N,N,0
OBJ_11871489,19120,1/20/23,23-24,B,M,34,Leg,N,N,N,0
OBJ_11871490,19138,1/22/23,16-17,B,F,30,Shoulder,N,N,N,0
OBJ_11871491,19141,1/24/23,7-Jun,B,F,39,Multiple,N,N,N,0
OBJ_11871492,19141,1/24/23,7-Jun,B,M,41,Leg,N,N,N,0
OBJ_11871493,19141,1/26/23,18-19,B,M,19,Leg,N,N,N,0
OBJ_11871494,19140,10/8/23,3-Feb,W,M,36,Multiple,N,N,N,0
OBJ_11871495,19141,1/28/23,18-19,B,M,42,Head,N,N,N,0
OBJ_11871496,19120,1/29/23,13-Dec,B,M,17,Buttocks,N,N,N,0
OBJ_11871497,19120,1/29/23,13-Dec,B,M,18,Back,N,N,N,0
OBJ_11871498,19141,1/30/23,17-18,B,M,20,Multiple,N,N,N,0
OBJ_11871499,19120,2/3/23,8-Jul,B,M,18,Multiple/Head,N,N,N,0
OBJ_11871500,19141,2/9/23,9-Aug,B,M,58,Leg,N,N,N,0
OBJ_11871501,19132,6/14/23,23-24,W,M,34,Head,N,N,N,1
OBJ_11871502,19134,12/9/23,5-Apr,W,M,23,Multiple,N,N,N,0
OBJ_11871503,19140,12/11/23,17-18,B,M,31,Multiple,N,N,N,1
OBJ_11871504,19141,2/16/23,20-21,B,M,23,Leg,N,N,N,0
OBJ_11871505,19120,2/17/23,14-15,B,F,21,Leg,N,N,N,0
OBJ_11871506,19141,2/21/23,0-1,B,M,40,Leg,N,N,N,0
OBJ_11871507,19133,3/5/23,5-Apr,B,M,22,Multiple/Head,N,N,N,1
OBJ_11871074,19133,11/5/23,2-Jan,B,M,52,Leg,N,N,N,0
OBJ_11871075,19121,11/5/23,14-15,B,M,35,Neck,N,N,N,0
OBJ_11871076,19132,11/5/23,15-16,B,M,33,Stomach,N,N,N,0
OBJ_11871077,19132,11/5/23,15-16,B,M,30,Arm,N,N,N,0
OBJ_11871078,19121,11/23/23,8-Jul,B,M,59,Leg,N,N,N,0
OBJ_11871079,19132,11/30/23,17-18,B,M,32,Buttocks,N,N,N,0
OBJ_11871080,19132,12/3/23,23-24,B,M,39,Foot,N,N,N,0
OBJ_11871081,19121,12/6/23,18-19,B,M,37,Hip,N,N,N,0
OBJ_11871082,19121,12/12/23,13-14,B,M,33,Multiple/Head,N,N,N,1
OBJ_11871083,19132,12/12/23,16-17,B,M,41,Multiple,N,N,N,0
OBJ_11871084,19134,1/1/23,0-1,W,F,87,Shoulder,N,N,N,0
OBJ_11871085,19134,1/2/23,15-16,B,M,26,Multiple,N,N,N,0
OBJ_11871086,19134,1/4/23,19-20,W,M,64,Multiple,N,N,N,0
OBJ_11871087,19134,1/4/23,19-20,W,M,42,Multiple,N,N,N,0
OBJ_11871088,19134,1/4/23,19-20,W,F,7,Foot,N,N,N,0
OBJ_11871090,19124,1/15/23,7-Jun,W,M,20,Multiple,N,N,N,0
OBJ_11871091,19134,1/19/23,18-19,B,M,20,Back,N,N,N,1
OBJ_11871092,19134,1/28/23,15-16,W,M,29,Multiple,N,N,N,0
OBJ_11871093,19134,1/30/23,5-Apr,W,M,39,Leg,N,N,N,0
OBJ_11871094,19134,2/1/23,17-18,W,M,48,Back,N,N,N,0
OBJ_11871095,19134,2/3/23,14-15,B,M,54,Multiple,N,N,N,0
OBJ_11871096,19134,2/5/23,9-Aug,W,M,0,Head,N,N,N,0
OBJ_11871097,19134,2/6/23,2-Jan,W,F,25,Head,N,N,N,0
OBJ_11871098,19134,2/8/23,23-24,W,F,49,Leg,N,N,N,0
OBJ_11871099,19134,2/12/23,0-1,W,F,36,Arm,N,N,N,0
OBJ_11871100,19134,2/13/23,14-15,B,M,25,Abdomen,N,N,N,0
OBJ_11871508,19141,2/25/23,3-Feb,B,M,32,Multiple,N,N,N,0
OBJ_11871509,19141,2/28/23,19-20,B,M,19,Hand,N,N,N,0
OBJ_11871510,19141,3/3/23,0-1,B,M,30,Chest,N,N,N,1
OBJ_11871511,19138,3/4/23,2-Jan,B,M,56,Chest,N,N,N,0
OBJ_11871512,19123,3/13/23,22-23,W,M,21,Multiple,N,N,N,1
OBJ_11871513,19141,3/9/23,20-21,B,M,34,Leg,N,N,N,0
OBJ_11871514,19120,3/11/23,0-1,W,M,50,Back,N,N,N,0
OBJ_11871515,19120,3/25/23,2-Jan,W,M,27,Multiple,N,N,N,0
OBJ_11871516,19120,3/27/23,21-22,W,M,24,Multiple,N,N,N,0
OBJ_11871517,19141,3/29/23,19-20,B,M,18,Multiple,N,N,N,0
OBJ_11871518,19126,4/1/23,12-Nov,B,M,32,Multiple,N,N,N,0
OBJ_11871519,19140,4/2/23,23-24,B,M,22,Multiple,N,N,N,0
OBJ_11871520,19120,4/3/23,21-22,B,F,65,Shoulder,N,N,N,0
OBJ_11871521,19123,3/13/23,22-23,W,M,21,Multiple,N,N,N,0
OBJ_11871523,19126,4/9/23,18-19,B,M,17,Multiple,N,N,N,0
OBJ_11871524,19120,4/14/23,19-20,B,M,15,Head,N,N,N,0
OBJ_11871525,19123,3/13/23,22-23,W,M,20,Multiple,N,N,N,0
OBJ_11871526,19120,4/24/23,10-Sep,W,M,5,Leg,N,N,N,0
OBJ_11871527,19126,4/24/23,11-Oct,B,M,24,Leg,N,N,N,0
OBJ_11871528,19120,4/29/23,13-Dec,B,F,20,Leg,N,N,N,0
OBJ_11871529,19120,4/30/23,3-Feb,B,F,23,Multiple/Head,N,N,N,0
OBJ_11871530,19120,4/30/23,3-Feb,B,M,25,Multiple/Head,N,N,N,0
OBJ_11871531,19141,5/1/23,22-23,B,M,53,Chest,N,N,N,0
OBJ_11871532,19141,5/1/23,22-23,B,M,43,Multiple/Head,N,N,N,0
OBJ_11871533,19120,5/6/23,2-Jan,B,M,30,Abdomen,N,N,N,0
OBJ_11871534,19141,5/6/23,22-23,B,M,26,Leg,N,N,N,0
OBJ_11871101,19134,2/22/23,3-Feb,B,M,26,Stomach,N,N,N,0
OBJ_11871102,19134,2/22/23,6-May,B,M,30,Foot,N,N,N,0
OBJ_11871103,19134,2/23/23,23-24,W,F,28,Stomach,N,N,N,0
OBJ_11871104,19134,2/26/23,2-Jan,W,M,19,Leg,N,N,N,0
OBJ_11871105,19134,2/27/23,14-15,B,M,27,Multiple,N,N,N,0
OBJ_11871106,19120,3/7/23,21-22,B,F,35,Multiple,N,N,N,0
OBJ_11871107,19134,3/20/23,19-20,B,M,21,Multiple,N,N,N,0
OBJ_11871108,19134,3/23/23,0-1,W,M,44,Buttocks,N,N,N,0
OBJ_11871109,19134,3/28/23,4-Mar,B,M,33,Multiple,N,N,N,0
OBJ_11871110,19134,4/2/23,19-20,W,F,47,Head,N,N,N,0
OBJ_11871111,19134,4/13/23,13-14,B,M,16,Back,N,N,N,0
OBJ_11871112,19134,4/7/23,13-14,W,M,29,Multiple,N,N,N,0
OBJ_11871113,19134,4/10/23,14-15,B,M,26,Arm,N,N,N,0
OBJ_11871114,19134,4/10/23,22-23,W,M,30,Back,N,N,N,0
OBJ_11871115,19134,4/13/23,12-Nov,B,M,32,Foot,N,N,N,0
OBJ_11871116,19134,4/16/23,3-Feb,W,M,27,Foot,N,N,N,0
OBJ_11871117,19134,4/23/23,5-Apr,W,M,35,Neck,N,N,N,0
OBJ_11871118,19134,4/27/23,10-Sep,B,M,19,Head,N,N,N,0
OBJ_11871119,19134,4/29/23,8-Jul,W,M,41,Leg,N,N,N,0
OBJ_11871120,19134,4/30/23,0-1,B,M,20,Multiple/Head,N,N,N,0
OBJ_11871121,19134,4/30/23,0-1,B,M,27,Back,N,N,N,0
OBJ_11871122,19134,4/30/23,0-1,B,F,53,Back,N,N,N,0
OBJ_11871123,19134,4/29/23,23-24,W,M,23,Multiple,N,N,N,0
OBJ_11871124,19134,5/3/23,3-Feb,B,M,29,Head,N,N,N,0
OBJ_11871125,19134,5/4/23,6-May,B,M,56,Leg,N,N,N,0
OBJ_11871126,19134,5/6/23,13-Dec,W,F,28,Multiple,N,N,N,0
OBJ_11871127,19134,5/9/23,15-16,B,M,29,Multiple,N,N,N,0
OBJ_11871535,19126,5/7/23,21-22,B,M,24,Multiple,N,N,N,0
OBJ_11871536,19138,5/6/23,16-17,B,M,46,Chest,N,N,N,0
OBJ_11871537,19141,5/9/23,0-1,B,F,21,Head,N,N,N,0
OBJ_11871538,19141,5/9/23,0-1,B,F,27,Arm,N,N,N,0
OBJ_11871539,19138,5/11/23,17-18,B,M,17,Head,N,N,N,1
OBJ_11871540,19138,5/11/23,17-18,B,M,16,Shoulder,N,N,N,0
OBJ_11871541,19138,5/11/23,17-18,B,M,7,Leg,N,N,N,0
OBJ_11871542,19138,5/11/23,17-18,B,M,15,Multiple/Head,N,N,N,0
OBJ_11871543,19141,5/11/23,19-20,B,M,22,Shoulder,N,N,N,0
OBJ_11871544,19120,5/17/23,0-1,B,M,25,Leg,N,N,N,0
OBJ_11871545,19133,7/31/23,12-Nov,W,F,31,Multiple,N,N,N,1
OBJ_11871546,19120,5/21/23,0-1,W,M,49,Stomach,N,N,N,0
OBJ_11871547,19120,5/21/23,0-1,B,M,17,Leg,N,N,N,0
OBJ_11871548,19120,5/21/23,0-1,W,M,39,Ankle,N,N,N,0
OBJ_11871549,19141,5/24/23,0-1,W,M,53,Arm,N,N,N,0
OBJ_11871550,19126,5/24/23,14-15,B,M,35,Multiple,N,N,N,1
OBJ_11871551,19141,5/29/23,5-Apr,B,M,34,Hip,N,N,N,0
OBJ_11871552,19140,6/3/23,17-18,B,M,20,Buttocks,N,N,N,0
OBJ_11871553,19141,6/3/23,22-23,B,M,51,Foot,N,N,N,0
OBJ_11871554,19141,6/4/23,22-23,B,M,27,Buttocks,N,N,N,0
OBJ_11871555,19120,6/10/23,22-23,B,M,17,Multiple,N,N,N,0
OBJ_11871556,19120,6/10/23,22-23,B,M,29,Multiple,N,N,N,0
OBJ_11871557,19141,6/13/23,17-18,B,M,19,Multiple,N,N,N,0
OBJ_11871558,19120,6/14/23,19-20,B,F,2,Multiple,N,N,N,0
OBJ_11871559,19120,6/14/23,19-20,B,F,30,Multiple/Head,N,N,N,0
OBJ_11871560,19120,6/16/23,23-24,B,M,48,Stomach,N,N,N,0
OBJ_11871561,19140,6/21/23,21-22,B,M,53,Ankle,N,N,N,0
OBJ_11871128,19134,5/14/23,16-17,W,M,17,Leg,N,N,N,0
OBJ_11871129,19134,5/14/23,22-23,W,M,34,Arm,N,N,N,0
OBJ_11871130,19140,6/1/22,14-15,B,M,35,Leg,N,N,N,0
OBJ_11871131,19134,5/17/23,21-22,B,M,25,Abdomen,N,N,N,0
OBJ_11871132,19134,5/21/23,13-Dec,B,M,25,Leg,N,N,N,0
OBJ_11871133,19134,5/29/23,16-17,W,M,33,Back,N,N,N,0
OBJ_11871134,19134,5/31/23,19-20,W,M,27,Hand,N,N,N,0
OBJ_11871135,19134,6/1/23,11-Oct,W,F,23,Leg,N,N,N,0
OBJ_11871136,19134,6/1/23,15-16,W,M,22,Arm,N,N,N,0
OBJ_11871137,19134,6/1/23,22-23,B,F,15,Multiple,N,N,N,0
OBJ_11871138,19134,6/1/23,22-23,W,M,29,Multiple,N,N,N,0
OBJ_11871139,19124,6/4/23,2-Jan,B,M,46,Back,N,N,N,0
OBJ_11871140,19134,6/4/23,2-Jan,B,M,24,Multiple,N,N,N,0
OBJ_11871141,19124,6/9/23,19-20,B,M,28,MULTI,N,N,N,0
OBJ_11871142,19124,6/9/23,19-20,W,M,44,Wrist,N,N,N,0
OBJ_11871143,19134,6/10/23,10-Sep,W,M,31,Multiple,N,N,N,0
OBJ_11871144,19124,6/11/23,6-May,W,M,29,Abdomen,N,N,N,0
OBJ_11871145,19134,6/11/23,23-24,W,M,39,Chest,N,N,N,0
OBJ_11871146,19134,6/11/23,23-24,W,F,27,Hand,N,N,N,0
OBJ_11871147,19134,6/11/23,23-24,B,F,0,Leg,N,N,N,0
OBJ_11871149,19134,6/17/23,22-23,B,M,27,Leg,N,N,N,0
OBJ_11871150,19134,6/19/23,14-15,B,M,32,Leg,N,N,N,0
OBJ_11871151,19134,6/24/23,18-19,B,M,23,Multiple,N,N,N,0
OBJ_11871152,19134,6/24/23,18-19,B,M,21,Multiple,N,N,N,0
OBJ_11871153,19134,6/25/23,16-17,W,M,18,Hip,N,N,N,0
OBJ_11871154,19134,6/26/23,17-18,W,M,28,Multiple/Head,N,N,N,0
OBJ_11871562,19141,6/24/23,20-21,B,M,55,Leg,N,N,N,0
OBJ_11871563,19120,6/27/23,16-17,B,M,34,Multiple/Head,N,N,N,0
OBJ_11871564,19141,6/29/23,17-18,B,M,23,Leg,N,N,N,0
OBJ_11871565,19133,9/10/23,3-Feb,W,M,37,Multiple,N,N,N,1
OBJ_11871566,19120,7/20/23,20-21,B,M,25,Back,N,N,N,1
OBJ_11871567,19120,7/20/23,20-21,B,M,28,Multiple,N,N,N,0
OBJ_11871568,19120,7/20/23,20-21,B,M,31,Hip,N,N,N,0
OBJ_11871569,19141,7/20/23,22-23,B,M,31,Arm,N,N,N,0
OBJ_11871570,19140,7/21/23,0-1,B,M,33,Multiple,N,N,N,1
OBJ_11871571,19120,7/22/23,0-1,W,M,32,Abdomen,N,N,N,0
OBJ_11871572,19141,8/1/23,17-18,B,M,35,Multiple/Head,N,N,N,1
OBJ_11871573,19133,9/10/23,3-Feb,W,M,32,Multiple,N,N,N,0
OBJ_11871574,19125,9/18/23,0-1,W,M,42,Multiple,N,N,N,1
OBJ_11871575,19141,8/5/23,2-Jan,B,M,19,Leg,N,N,N,0
OBJ_11871576,19120,8/5/23,2-Jan,B,M,25,Leg,N,N,N,0
OBJ_11871577,19120,8/5/23,2-Jan,B,M,25,Foot,N,N,N,0
OBJ_11871578,19126,8/6/23,23-24,B,M,17,Foot,N,N,N,0
OBJ_11871579,19126,8/6/23,23-24,B,F,16,Foot,N,N,N,0
OBJ_11871580,19126,8/6/23,23-24,B,M,17,Buttocks,N,N,N,0
OBJ_11871581,19126,8/6/23,23-24,B,M,16,Ankle,N,N,N,0
OBJ_11871582,19126,8/6/23,23-24,W,M,18,Leg,N,N,N,0
OBJ_11871583,19120,8/9/23,13-14,B,M,33,Hand,N,N,N,0
OBJ_11871584,19120,8/21/23,13-14,B,M,55,Multiple,N,N,N,1
OBJ_11871585,19141,8/24/23,13-14,B,M,17,Chest,N,N,N,0
OBJ_11871586,19133,10/16/23,22-23,W,M,28,Multiple,N,N,N,1
OBJ_11871587,19141,8/27/23,18-19,B,M,18,Wrist,N,N,N,0
OBJ_11871588,19141,8/27/23,18-19,B,M,17,Multiple,N,N,N,0
OBJ_11871155,19134,6/26/23,17-18,B,M,25,Chest,N,N,N,0
OBJ_11871156,19124,7/1/23,8-Jul,B,M,39,Leg,N,N,N,0
OBJ_11871157,19134,7/5/23,3-Feb,B,M,49,Leg,N,N,N,0
OBJ_11871158,19134,7/9/23,23-24,W,F,60,Wrist,N,N,N,0
OBJ_11871159,19124,7/10/23,8-Jul,A,F,55,Head,N,N,N,1
OBJ_11871160,19124,7/10/23,8-Jul,A,F,25,Head,N,N,N,0
OBJ_11871161,19134,7/10/23,13-Dec,W,M,20,Multiple/Head,N,N,N,0
OBJ_11871162,19134,7/10/23,21-22,W,M,24,Leg,N,N,N,0
OBJ_11871163,19134,7/11/23,23-24,B,M,50,Multiple,N,N,N,0
OBJ_11871164,19134,7/11/23,23-24,B,M,32,Multiple,N,N,N,0
OBJ_11871165,19134,7/12/23,23-24,W,M,19,Multiple,N,N,N,1
OBJ_11871166,19134,7/15/23,11-Oct,B,M,58,Multiple,N,N,N,0
OBJ_11871167,19134,7/28/23,2-Jan,B,M,35,Leg,N,N,N,0
OBJ_11871168,19134,7/29/23,2-Jan,B,M,28,Hand,N,N,N,0
OBJ_11871169,19134,8/1/23,21-22,W,M,27,Multiple,N,N,N,1
OBJ_11871170,19134,8/1/23,16-17,B,M,31,Arm,N,N,N,0
OBJ_11871171,19134,8/2/23,8-Jul,B,F,18,Shoulder,N,N,N,0
OBJ_11871172,19134,8/3/23,23-24,W,M,36,Chest,N,N,N,1
OBJ_11871173,19134,8/6/23,8-Jul,B,M,24,Hand,N,N,N,0
OBJ_11871174,19134,8/9/23,20-21,B,M,30,Leg,N,N,N,0
OBJ_11871175,19134,8/9/23,21-22,B,F,4,Abdomen,N,N,N,0
OBJ_11871176,19134,8/9/23,21-22,B,M,24,Leg,N,N,N,0
OBJ_11871177,19134,6/23/23,11-Oct,W,M,23,Multiple,N,N,N,1
OBJ_11871178,19134,5/21/23,13-14,W,M,37,Multiple,N,N,N,0
OBJ_11871179,19134,8/11/23,20-21,W,M,38,Head,N,N,N,0
OBJ_11871180,19134,8/12/23,13-14,B,M,19,Leg,N,N,N,0
OBJ_11871181,19124,8/20/23,23-24,B,M,21,Leg,N,N,N,0
OBJ_11871589,19140,8/28/23,19-20,B,M,25,Leg,N,N,N,0
OBJ_11871590,19120,8/30/23,4-Mar,B,M,26,Shoulder,N,N,N,0
OBJ_11871591,19120,10/26/23,14-15,W,M,31,Multiple,N,N,N,1
OBJ_11871592,19141,9/15/23,2-Jan,B,M,37,Hand,N,N,N,0
OBJ_11871593,19120,10/29/23,9-Aug,W,M,46,Leg,N,N,N,1
OBJ_11871594,19140,11/17/23,21-22,B,F,36,Chest,N,N,N,1
OBJ_11871595,19120,9/18/23,16-17,B,M,36,Multiple,N,N,N,0
OBJ_11871596,19141,9/19/23,13-Dec,B,M,23,Foot,N,N,N,0
OBJ_11871597,19140,12/8/23,16-17,B,M,36,Multiple,N,N,N,1
OBJ_11871598,19120,10/1/23,21-22,B,M,13,Multiple,N,N,N,0
OBJ_11871599,19141,10/7/23,20-21,B,F,13,Leg,N,N,N,0
OBJ_11871600,19120,10/8/23,2-Jan,B,M,30,Shoulder,N,N,N,0
OBJ_11871601,19120,10/9/23,15-16,A,M,23,Multiple,N,N,N,0
OBJ_11871602,19120,10/9/23,15-16,B,M,23,Hand,N,N,N,0
OBJ_11871603,19120,10/12/23,8-Jul,B,M,39,Hip,N,N,N,0
OBJ_11871604,19133,12/8/23,23-24,B,M,34,Multiple,N,N,N,0
OBJ_11871605,19134,12/9/23,5-Apr,W,M,29,Multiple,N,N,N,0
OBJ_11871606,19141,10/25/23,16-17,B,M,35,Multiple,N,N,N,0
OBJ_11871607,19120,11/4/23,4-Mar,W,M,21,Multiple,N,N,N,0
OBJ_11871608,19141,11/5/23,16-17,B,M,29,Abdomen,N,N,N,0
OBJ_11871609,19126,11/5/23,20-21,B,M,18,Back,N,N,N,0
OBJ_11871610,19141,11/14/23,3-Feb,B,M,17,Multiple,N,N,N,0
OBJ_11871611,19138,11/21/23,19-20,B,M,39,Multiple,N,N,N,0
OBJ_11871612,19120,2/11/23,23-24,B,M,37,Multiple,N,N,N,0
OBJ_11871613,19126,11/23/23,12-Nov,B,M,31,Multiple,N,N,N,1
OBJ_11871614,19126,11/29/23,12-Nov,B,M,31,Back,N,N,N,0
OBJ_11871615,19141,2/23/23,2-Jan,B,F,26,Chest,N,N,N,1
OBJ_11871182,19124,8/22/23,10-Sep,W,M,36,Leg,N,N,N,0
OBJ_11871183,19134,8/23/23,14-15,W,M,25,Head,N,N,N,0
OBJ_11871184,19134,8/23/23,14-15,W,M,24,Multiple,N,N,N,0
OBJ_11871185,19124,8/27/23,17-18,W,M,32,Leg,N,N,N,0
OBJ_11871186,19124,8/27/23,17-18,W,F,29,Multiple,N,N,N,0
OBJ_11871187,19124,8/27/23,17-18,B,F,27,Leg,N,N,N,0
OBJ_11871188,19134,5/21/23,13-14,B,M,20,Multiple,N,N,N,1
OBJ_11871189,19134,5/19/23,19-20,W,M,43,Chest,N,N,N,1
OBJ_11871190,19134,8/31/23,20-21,W,M,37,Leg,N,N,N,0
OBJ_11871191,19134,9/6/23,18-19,W,M,33,Leg,N,N,N,0
OBJ_11871192,19134,9/10/23,4-Mar,B,M,39,Stomach,N,N,N,0
OBJ_11871193,19137,9/10/23,16-17,W,F,34,Head,N,N,N,0
OBJ_11871194,19134,9/11/23,3-Feb,W,M,18,Back,N,N,N,0
OBJ_11871195,19134,5/16/23,16-17,W,M,46,Head,N,N,N,1
OBJ_11871196,19134,9/18/23,2-Jan,W,M,23,Hand,N,N,N,0
OBJ_11871197,19134,9/18/23,19-20,W,M,19,Multiple/Head,N,N,N,1
OBJ_11871198,19134,9/18/23,19-20,B,M,23,Multiple,N,N,N,0
OBJ_11871199,19134,9/29/23,14-15,W,M,28,Leg,N,N,N,0
OBJ_11871200,19134,4/24/23,5-Apr,B,M,0,Multiple,N,N,N,1
OBJ_11871201,19134,10/9/23,19-20,B,M,23,Leg,N,N,N,0
OBJ_11871202,19134,4/7/23,7-Jun,W,M,32,Multiple,N,N,N,1
OBJ_11871203,19134,10/21/23,13-14,W,M,29,Multiple,N,N,N,0
OBJ_11871204,19134,10/24/23,13-Dec,B,M,26,Hand,N,N,N,0
OBJ_11871205,19134,10/27/23,3-Feb,W,M,21,Leg,N,N,N,0
OBJ_11871206,19134,10/31/23,7-Jun,W,M,61,Leg,N,N,N,0
OBJ_11871207,19134,11/1/23,21-22,W,M,34,Back,N,N,N,0
OBJ_11871208,19134,11/5/23,18-19,W,M,65,Multiple,N,N,N,0
OBJ_11871616,19141,3/8/23,21-22,B,M,37,Chest,N,N,N,1
OBJ_11871617,19138,12/19/23,19-20,B,M,19,Foot,N,N,N,0
OBJ_11871618,19129,1/3/23,6-May,B,F,50,Multiple/Head,N,N,N,0
OBJ_11871619,19140,1/9/23,18-19,B,M,16,Foot,N,N,N,0
OBJ_11871620,19140,1/11/23,17-18,B,M,16,Multiple,N,N,N,1
OBJ_11871621,19140,1/15/23,4-Mar,B,M,47,Multiple,N,N,N,1
OBJ_11871622,19129,1/21/23,22-23,B,M,26,Multiple,N,N,N,0
OBJ_11871623,19144,1/24/23,22-23,B,M,35,Multiple,N,N,N,0
OBJ_11871625,19132,2/1/23,18-19,B,M,19,Multiple,N,N,N,0
OBJ_11871626,19132,2/5/23,17-18,B,M,35,Stomach,N,N,N,0
OBJ_11871627,19141,4/7/23,0-1,B,M,19,Head,N,N,N,1
OBJ_11871628,19140,2/11/23,22-23,B,M,33,Multiple,N,N,N,0
OBJ_11871629,19129,2/13/23,23-24,B,M,41,Multiple,N,N,N,0
OBJ_11871630,19134,2/16/23,5-Apr,W,F,33,Multiple,N,N,N,0
OBJ_11871631,19144,2/16/23,13-14,B,M,20,Multiple/Head,N,N,N,0
OBJ_11871632,19132,2/20/23,17-18,B,M,37,Stomach,N,N,N,0
OBJ_11871633,19120,4/17/23,17-18,B,M,33,Neck,N,N,N,1
OBJ_11871634,19140,3/3/23,4-Mar,B,M,38,Leg,N,N,N,0
OBJ_11871635,19120,5/20/23,0-1,W,F,29,Head,N,N,N,1
OBJ_11871636,19140,3/11/23,3-Feb,B,M,29,Hip,N,N,N,0
OBJ_11871639,19120,8/3/23,19-20,B,M,32,Multiple,N,N,N,1
OBJ_11871640,19132,3/15/23,20-21,B,M,20,Arm,N,N,N,0
OBJ_11871641,19144,3/19/23,7-Jun,B,M,28,Multiple,N,N,N,0
OBJ_11871642,19132,3/26/23,16-17,B,M,25,Leg,N,N,N,0
OBJ_11871209,19134,11/6/23,16-17,B,M,18,Multiple,N,N,N,0
OBJ_11871210,19134,11/7/23,3-Feb,W,M,28,Back,N,N,N,0
OBJ_11871211,19134,11/10/23,2-Jan,W,M,17,Back,N,N,N,0
OBJ_11871213,19134,11/19/23,7-Jun,B,M,56,Arm,N,N,N,0
OBJ_11871214,19134,11/21/23,3-Feb,B,M,32,Neck,N,N,N,0
OBJ_11871215,19134,11/23/23,13-Dec,W,M,42,Leg,N,N,N,0
OBJ_11871216,19134,3/21/23,20-21,W,M,32,Multiple/Head,N,N,N,1
OBJ_11871217,19140,3/17/23,20-21,W,M,54,Back,N,N,N,1
OBJ_11871218,19140,11/29/23,16-17,W,M,32,Foot,N,N,N,0
OBJ_11871219,19124,3/4/23,0-1,B,M,0,Multiple,N,N,N,1
OBJ_11871220,19133,1/1/23,4-Mar,W,M,24,Multiple,N,N,N,0
OBJ_11871221,19133,1/1/23,6-May,B,M,34,Leg,N,N,N,0
OBJ_11871222,19140,1/3/23,2-Jan,W,M,28,Head,N,N,N,1
OBJ_11871223,19132,12/10/23,12-Nov,B,M,57,Back,N,N,N,0
OBJ_11871224,19140,1/6/23,0-1,B,M,23,Back,N,N,N,1
OBJ_11871225,19140,1/6/23,14-15,W,F,65,Leg,N,N,N,0
OBJ_11871226,19134,1/11/23,13-14,B,M,34,Leg,N,N,N,0
OBJ_11871227,19140,1/11/23,19-20,W,M,20,Multiple,N,N,N,0
OBJ_11871230,19134,1/25/23,19-20,W,M,24,Shoulder,N,N,N,0
OBJ_11871232,19120,1/31/23,20-21,B,M,42,Head,N,N,N,0
OBJ_11871234,19140,2/4/23,20-21,W,M,39,Multiple,N,N,N,0
OBJ_11871235,19140,2/7/23,21-22,W,M,52,Leg,N,N,N,0
OBJ_11871643,19120,8/3/23,19-20,B,M,31,Multiple,N,N,N,1
OBJ_11871644,19140,3/29/23,19-20,B,M,25,Abdomen,N,N,N,0
OBJ_11871645,19129,4/4/23,21-22,B,M,20,Multiple,N,N,N,0
OBJ_11871646,19129,4/5/23,0-1,B,M,26,Multiple,N,N,N,0
