OBJ,zipcode,date,time,race,sex,age,wound,is_officer_involved,is_offender_deceased,is_offender_injured,is_fatal
OBJ_11865656,19128,8/25/21,9-Aug,B,M,39,Buttocks,N,N,N,0
OBJ_11865657,19128,9/22/21,21-22,B,M,19,Arm,N,N,N,0
OBJ_11865658,19128,10/22/21,13-Dec,B,M,27,Head,N,N,N,0
OBJ_11865659,19128,10/22/21,13-Dec,B,M,26,Multiple,N,N,N,0
OBJ_11865660,19123,1/14/21,22-23,B,M,20,Leg,N,N,N,0
OBJ_11865663,19123,4/22/21,17-18,B,M,20,Multiple,N,N,N,1
OBJ_11865665,19148,11/21/21,19-20,B,M,36,Abdomen,N,N,N,0
OBJ_11865666,19148,11/24/21,16-17,B,F,55,Multiple,N,N,N,1
OBJ_11865667,19115,1/22/21,14-15,B,M,59,Head,N,N,N,1
OBJ_11865668,19123,6/10/21,10-Sep,B,M,27,Leg,N,N,N,0
OBJ_11865669,19123,6/10/21,10-Sep,B,M,14,Multiple,N,N,N,0
OBJ_11865670,19123,7/13/21,19-20,B,M,27,Multiple/Head,N,N,N,1
OBJ_11865671,19115,1/22/21,14-15,W,F,43,Head,N,N,N,1
OBJ_11865672,19123,9/8/21,16-17,B,M,16,Arm,N,N,N,0
OBJ_11865673,19123,9/20/21,13-14,B,M,25,Back,N,N,N,0
OBJ_11865674,19136,10/15/21,21-22,B,M,24,Multiple,N,N,N,0
OBJ_11865675,19115,8/1/21,14-15,A,F,22,Neck,N,N,N,1
OBJ_11865676,19116,10/28/21,10-Sep,W,F,29,Multiple,N,N,N,0
OBJ_11865677,19152,1/3/21,14-15,W,M,25,Multiple,N,N,N,0
OBJ_11865678,19114,12/5/21,6-May,W,M,28,Hand,N,N,N,0
OBJ_11865679,19107,9/27/21,3-Feb,B,M,26,Multiple,N,N,N,0
OBJ_11865680,19123,10/6/21,18-19,B,M,29,Multiple,N,N,N,1
OBJ_11865681,19107,11/15/21,2-Jan,B,M,25,Leg,N,N,N,0
OBJ_11865682,19123,6/9/21,19-20,B,M,30,Multiple,N,N,N,0
OBJ_11865683,19107,11/15/21,2-Jan,B,M,28,Multiple,N,N,N,0
OBJ_11865684,19123,11/27/21,14-15,B,M,51,Shoulder,N,N,N,1
OBJ_11865685,19102,4/5/21,17-18,B,M,22,Hand,N,N,N,0
OBJ_11865686,19136,7/26/21,12-Nov,B,F,22,Leg,N,N,N,0
OBJ_11865687,19152,7/31/21,3-Feb,B,M,20,Hand,N,N,N,0
OBJ_11865688,19154,8/6/21,17-18,W,M,28,Groin,N,N,N,0
OBJ_11865689,19103,9/10/21,22-23,B,M,29,Multiple,N,N,N,0
OBJ_11865690,19136,8/8/21,21-22,B,M,46,Hand,N,N,N,0
OBJ_11865692,19136,9/20/21,3-Feb,W,M,27,Chest,N,N,N,0
OBJ_11865693,19102,11/9/21,20-21,W,M,29,Multiple,N,N,N,1
OBJ_11865694,19115,7/5/21,21-22,B,M,22,Leg,N,N,N,0
OBJ_11865695,19136,11/11/21,4-Mar,B,M,28,Head,N,N,N,1
OBJ_11865696,19136,11/11/21,4-Mar,B,M,29,Multiple/Head,N,N,N,1
OBJ_11865697,19154,1/28/21,9-Aug,W,M,0,Multiple/Head,N,N,N,1
OBJ_11865698,19154,2/7/21,13-14,B,M,21,Neck,N,N,N,0
OBJ_11865699,19136,3/12/21,18-19,B,M,24,Multiple,N,N,N,1
OBJ_11865700,19154,3/16/21,12-Nov,B,M,56,Chest,N,N,N,1
OBJ_11865296,19140,9/5/20,16-17,B,M,29,Leg,N,N,N,0
OBJ_11865297,19126,9/9/20,20-21,B,M,39,Multiple,N,N,N,1
OBJ_11865298,19120,9/14/20,20-21,B,M,21,Arm,N,N,N,0
OBJ_11865299,19120,9/16/20,21-22,B,M,30,Multiple/Head,N,N,N,0
OBJ_11865300,19138,9/18/20,20-21,B,M,42,Hip,N,N,N,0
OBJ_11865301,19138,9/20/20,19-20,B,M,25,Stomach,N,N,N,0
OBJ_11865302,19141,9/26/20,17-18,B,M,24,Back,N,N,N,0
OBJ_11865303,19141,10/9/20,20-21,B,M,25,Chest,N,N,N,0
OBJ_11865304,19141,10/10/20,14-15,B,M,18,Multiple,N,N,N,0
OBJ_11865305,19140,9/29/20,23-24,B,M,45,Multiple,N,N,N,0
OBJ_11865306,19140,9/29/20,23-24,B,M,53,Head,N,N,N,0
OBJ_11865307,19140,9/29/20,23-24,B,M,34,Multiple,N,N,N,0
OBJ_11865308,19140,9/29/20,23-24,B,M,31,Hand,N,N,N,0
OBJ_11865309,19140,9/29/20,23-24,B,M,36,Abdomen,N,N,N,0
OBJ_11865311,19126,11/27/20,16-17,B,M,16,Foot,N,N,N,0
OBJ_11865312,19141,10/5/20,10-Sep,B,M,26,Multiple,N,N,N,0
OBJ_11865313,19138,10/5/20,18-19,B,F,48,Head,N,N,N,1
OBJ_11865314,19138,10/5/20,18-19,B,M,29,Head,N,N,N,1
OBJ_11865315,19126,10/6/20,15-16,B,M,27,Leg,N,N,N,0
OBJ_11865316,19141,10/7/20,19-20,B,M,20,Leg,N,N,N,0
OBJ_11865317,19141,10/8/20,7-Jun,B,M,39,Leg,N,N,N,0
OBJ_11865318,19140,10/8/20,19-20,B,M,56,Multiple,N,N,N,1
OBJ_11865319,19141,11/13/20,21-22,B,M,22,Foot,N,N,N,0
OBJ_11865320,19141,11/15/20,16-17,B,M,26,Arm,N,N,N,0
OBJ_11865321,19120,12/20/20,20-21,B,M,32,Leg,N,N,N,0
OBJ_11865458,19132,8/31/20,0-1,B,M,17,Chest,N,N,N,0
OBJ_11865459,19132,10/7/20,23-24,B,M,21,Hand,N,N,N,0
OBJ_11865460,19132,8/31/20,0-1,B,F,20,Head,N,N,N,0
OBJ_11865461,19140,9/3/20,13-Dec,B,M,24,Stomach,N,N,N,0
OBJ_11865462,19132,9/8/20,2-Jan,B,F,29,Chest,N,N,N,0
OBJ_11865463,19132,9/8/20,2-Jan,B,M,32,Shoulder,N,N,N,0
OBJ_11865464,19132,9/9/20,15-16,B,M,22,Multiple,N,N,N,0
OBJ_11865465,19132,10/11/20,21-22,B,M,23,Hip,N,N,N,0
OBJ_11865466,19132,9/9/20,15-16,B,M,22,Hand,N,N,N,0
OBJ_11865468,19140,9/17/20,20-21,B,M,36,Multiple,N,N,N,1
OBJ_11865469,19140,9/17/20,16-17,B,M,36,Multiple,N,N,N,0
OBJ_11865470,19140,9/17/20,20-21,B,M,35,Leg,N,N,N,0
OBJ_11865471,19140,9/20/20,11-Oct,B,M,37,Head,N,N,N,1
OBJ_11865472,19140,9/23/20,19-20,B,M,21,Head,N,N,N,0
OBJ_11865473,19140,9/23/20,19-20,B,M,19,Shoulder,N,N,N,0
OBJ_11865474,19140,9/23/20,19-20,B,M,27,Foot,N,N,N,0
OBJ_11865477,19132,9/29/20,15-16,B,M,26,Foot,N,N,N,0
OBJ_11865478,19132,10/3/20,13-Dec,B,M,26,Back,N,N,N,1
OBJ_11865479,19132,11/17/20,8-Jul,B,F,32,Shoulder,N,N,N,0
OBJ_11865480,19132,9/24/20,16-17,B,M,29,Multiple,N,N,N,0
OBJ_11865481,19132,10/8/20,20-21,B,M,30,Arm,N,N,N,0
OBJ_11865482,19132,10/8/20,22-23,B,M,33,Multiple,N,N,N,0
OBJ_11865483,19144,11/21/20,23-24,B,M,19,Multiple,N,N,N,1
OBJ_11865484,19132,9/14/20,14-15,B,F,40,Foot,N,N,N,0
OBJ_11865323,19126,12/30/20,19-20,B,M,30,Head,N,N,N,1
OBJ_11865324,19120,11/22/20,17-18,B,M,18,Leg,N,N,N,0
OBJ_11865326,19132,1/10/20,21-22,B,M,27,Leg,N,N,N,0
OBJ_11865327,19120,11/24/20,20-21,B,M,50,Stomach,N,N,N,1
OBJ_11865328,19138,10/11/20,2-Jan,B,F,38,Neck,N,N,N,0
OBJ_11865329,19138,10/11/20,2-Jan,B,M,27,Multiple,N,N,N,0
OBJ_11865330,19126,10/17/20,17-18,B,M,38,Abdomen,N,N,N,0
OBJ_11865331,19141,11/28/20,23-24,B,M,18,Multiple,N,N,N,0
OBJ_11865332,19144,1/31/20,18-19,B,M,29,Chest,N,N,N,1
OBJ_11865333,19140,2/17/20,15-16,B,M,27,Multiple,N,N,N,1
OBJ_11865334,19132,2/17/20,16-17,W,M,25,Multiple,N,N,N,0
OBJ_11865335,19141,11/28/20,23-24,B,M,16,Multiple,N,N,N,0
OBJ_11865336,19141,10/17/20,20-21,B,M,24,Multiple,N,N,N,1
OBJ_11865337,19141,10/17/20,20-21,B,M,0,Chest,N,N,N,0
OBJ_11865338,19120,10/20/20,20-21,B,F,23,Leg,N,N,N,0
OBJ_11865339,19132,3/2/20,14-15,B,M,17,Arm,N,N,N,0
OBJ_11865340,19141,11/6/20,2-Jan,B,M,34,Multiple/Head,N,N,N,0
OBJ_11865341,19120,11/9/20,22-23,B,M,33,Ankle,N,N,N,0
OBJ_11865342,19126,11/11/20,14-15,B,M,23,Arm,N,N,N,0
OBJ_11865343,19126,11/11/20,20-21,B,M,22,Foot,N,N,N,0
OBJ_11865344,19120,12/5/20,3-Feb,B,M,19,Multiple,N,N,N,1
OBJ_11865346,19140,3/18/20,18-19,B,M,26,Multiple,N,N,N,0
OBJ_11865347,19138,12/31/20,13-14,B,M,16,Multiple,N,N,N,1
OBJ_11865348,19132,1/11/20,13-14,B,M,15,Chest,N,N,N,1
OBJ_11865349,19141,11/25/20,20-21,B,M,28,Stomach,N,N,N,0
OBJ_11865350,19120,11/29/20,22-23,B,M,19,Abdomen,N,N,N,0
OBJ_11865351,19120,12/1/20,8-Jul,B,M,30,Head,N,N,N,0
OBJ_11865352,19138,12/2/20,0-1,B,M,21,Foot,N,N,N,0
OBJ_11865353,19120,12/3/20,17-18,B,M,14,Multiple,N,N,N,1
OBJ_11865354,19120,12/4/20,20-21,B,M,26,Multiple,N,N,N,0
OBJ_11865355,19141,12/4/20,21-22,B,M,13,Leg,N,N,N,0
OBJ_11865356,19144,1/2/20,13-Dec,B,M,29,Arm,N,N,N,0
OBJ_11865357,19132,1/15/20,17-18,B,M,25,Multiple,N,N,N,0
OBJ_11865358,19132,1/15/20,17-18,B,M,16,Stomach,N,N,N,0
OBJ_11865359,19132,1/15/20,17-18,B,M,19,Multiple,N,N,N,1
OBJ_11865360,19132,1/18/20,18-19,B,M,59,Chest,N,N,N,1
OBJ_11865361,19140,3/15/20,2-Jan,B,M,41,Leg,N,N,N,0
OBJ_11865362,19140,3/21/20,16-17,B,M,20,Multiple,N,N,N,0
OBJ_11865363,19132,4/25/20,4-Mar,B,M,21,Back,N,N,N,0
OBJ_11865364,19140,3/21/20,16-17,B,M,18,Multiple,N,N,N,0
OBJ_11865365,19140,3/21/20,13-Dec,B,M,17,Multiple,N,N,N,1
OBJ_11865366,19132,3/24/20,18-19,B,M,37,Leg,N,N,N,0
OBJ_11865367,19140,2/17/20,22-23,B,M,24,Hand,N,N,N,0
OBJ_11865368,19132,2/18/20,22-23,B,M,24,Multiple,N,N,N,0
OBJ_11865369,19132,2/22/20,9-Aug,B,M,42,Multiple,N,N,N,0
OBJ_11865371,19140,3/27/20,0-1,B,M,21,Multiple,N,N,N,0
OBJ_11865372,19132,3/27/20,2-Jan,B,M,50,Head,N,N,N,0
OBJ_11865373,19140,5/16/20,15-16,B,M,34,Multiple,N,N,N,0
OBJ_11865374,19140,3/27/20,0-1,B,M,29,Multiple,N,N,N,0
OBJ_11865375,19132,3/4/20,22-23,B,F,57,Leg,N,N,N,0
OBJ_11865376,19144,3/9/20,18-19,B,M,29,Head,N,N,N,0
OBJ_11865377,19144,3/9/20,18-19,B,M,44,Ankle,N,N,N,0
OBJ_11865378,19144,3/14/20,23-24,B,M,38,Multiple,N,N,N,0
OBJ_11865379,19129,3/31/20,0-1,B,M,28,Multiple,N,N,N,1
OBJ_11865380,19140,4/1/20,15-16,B,M,44,Arm,N,N,N,0
OBJ_11865381,19140,4/4/20,2-Jan,B,M,33,Abdomen,N,N,N,1
OBJ_11865382,19132,4/4/20,16-17,B,M,25,Multiple,N,N,N,0
OBJ_11865383,19132,4/19/20,11-Oct,B,M,36,Stomach,N,N,N,0
OBJ_11865384,19144,3/29/20,5-Apr,B,M,27,Leg,N,N,N,0
OBJ_11865385,19140,3/29/20,19-20,B,M,34,Leg,N,N,N,0
OBJ_11865386,19132,3/11/20,13-Dec,B,M,25,Multiple,N,N,N,0
OBJ_11865387,19144,3/30/20,23-24,B,M,41,Multiple,N,N,N,0
OBJ_11865388,19132,4/23/20,17-18,B,M,18,Head,N,N,N,0
OBJ_11865389,19132,5/2/20,20-21,B,M,20,Hand,N,N,N,0
OBJ_11865390,19144,5/7/20,13-14,B,M,22,Multiple,N,N,N,0
OBJ_11865391,19132,5/3/20,17-18,B,M,22,Leg,N,N,N,0
OBJ_11865392,19140,5/9/20,18-19,B,M,19,Head,N,N,N,0
OBJ_11865393,19144,6/17/20,14-15,B,M,20,Chest,N,N,N,0
OBJ_11865394,19140,5/15/20,21-22,B,F,28,Leg,N,N,N,0
OBJ_11865395,19140,5/15/20,21-22,B,F,18,Foot,N,N,N,0
OBJ_11865396,19140,5/15/20,21-22,B,M,20,Multiple,N,N,N,0
OBJ_11865397,19140,5/15/20,21-22,B,M,39,Stomach,N,N,N,0
OBJ_11865398,19140,5/16/20,13-Dec,B,M,19,Head,N,N,N,0
OBJ_11865399,19132,5/20/20,14-15,B,M,30,Multiple,N,N,N,0
OBJ_11865400,19132,5/20/20,14-15,B,M,23,Leg,N,N,N,0
OBJ_11865401,19132,5/23/20,13-14,B,M,22,Multiple,N,N,N,0
OBJ_11865402,19132,5/25/20,23-24,B,M,28,Multiple,N,N,N,0
OBJ_11865403,19144,5/28/20,23-24,B,M,37,Head,N,N,N,1
OBJ_11865404,19140,5/30/20,23-24,B,M,30,Leg,N,N,N,0
OBJ_11865405,19140,8/2/20,22-23,B,M,35,Stomach,N,N,N,0
OBJ_11865406,19132,8/2/20,23-24,B,M,20,Ankle,N,N,N,0
OBJ_11865407,19140,5/31/20,16-17,B,M,41,Back,N,N,N,0
OBJ_11865408,19132,6/2/20,22-23,B,M,21,Multiple/Head,N,N,N,1
OBJ_11865409,19140,6/3/20,17-18,B,M,25,Head,N,N,N,1
OBJ_11865410,19140,8/8/20,13-Dec,B,M,26,Arm,N,N,N,0
OBJ_11865411,19140,6/4/20,11-Oct,B,M,33,Leg,N,N,N,0
OBJ_11865412,19132,6/4/20,23-24,B,M,51,Multiple/Head,N,N,N,1
OBJ_11865413,19140,5/26/20,23-24,B,M,21,Abdomen,N,N,N,0
OBJ_11865414,19144,6/7/20,20-21,B,M,20,Leg,N,N,N,0
OBJ_11865415,19140,5/28/20,22-23,B,M,45,Multiple,N,N,N,0
OBJ_11865416,19140,6/8/20,20-21,B,M,20,Multiple,N,N,N,0
OBJ_11865417,19132,6/8/20,20-21,B,M,46,Multiple/Head,N,N,N,1
OBJ_11865418,19132,6/9/20,20-21,B,M,22,Back,N,N,N,0
OBJ_11865419,19140,6/12/20,23-24,B,M,34,Leg,N,N,N,0
OBJ_11865420,19132,6/15/20,18-19,B,M,26,Neck,N,N,N,1
OBJ_11865421,19132,6/24/20,17-18,B,M,40,Multiple/Head,N,N,N,1
OBJ_11865422,19132,6/25/20,0-1,B,M,21,HEAD,N,N,N,0
OBJ_11865423,19132,6/25/20,0-1,B,M,25,HEAD,N,N,N,0
OBJ_11865424,19132,6/26/20,12-Nov,B,M,22,MULTI,N,N,N,0
OBJ_11865425,19144,7/3/20,15-16,B,F,20,Arm,N,N,N,0
OBJ_11865426,19132,7/9/20,11-Oct,B,M,27,Multiple,N,N,N,1
OBJ_11865427,19132,8/19/20,13-Dec,B,M,26,Multiple,N,N,N,0
OBJ_11865428,19144,8/25/20,13-14,B,M,34,Head,N,N,N,1
OBJ_11865429,19144,8/25/20,23-24,B,M,25,Abdomen,N,N,N,1
OBJ_11865430,19140,8/1/20,6-May,B,M,26,Foot,N,N,N,0
OBJ_11865431,19144,8/27/20,18-19,B,M,25,Leg,N,N,N,0
OBJ_11865432,19132,8/2/20,23-24,B,M,19,Multiple,N,N,N,0
OBJ_11865433,16652,8/28/20,3-Feb,B,M,29,Leg,N,N,N,0
OBJ_11865434,19140,8/5/20,4-Mar,B,M,25,Multiple,N,N,N,0
OBJ_11865435,19140,8/6/20,2-Jan,B,M,35,Arm,N,N,N,0
OBJ_11865436,19132,8/12/20,0-1,B,F,28,Leg,N,N,N,0
OBJ_11865437,19132,8/29/20,20-21,B,M,25,Stomach,N,N,N,0
OBJ_11865438,19132,8/29/20,22-23,B,M,30,Abdomen,N,N,N,0
OBJ_11865439,19144,7/13/20,13-Dec,B,M,25,Ankle,N,N,N,0
OBJ_11865441,19140,7/14/20,2-Jan,B,M,24,Multiple,N,N,N,0
OBJ_11865442,19144,8/15/20,0-1,B,M,28,Hand,N,N,N,0
OBJ_11865443,19132,8/15/20,4-Mar,B,M,40,Back,N,N,N,0
OBJ_11865444,19132,7/25/20,5-Apr,B,M,30,Leg,N,N,N,0
OBJ_11865445,19140,7/29/20,12-Nov,B,M,29,Unknown,N,N,N,0
OBJ_11865446,19132,8/16/20,7-Jun,B,M,24,Multiple,N,N,N,1
OBJ_11865447,19144,8/17/20,17-18,B,M,30,Buttocks,N,N,N,0
OBJ_11865448,19144,8/17/20,17-18,B,M,21,Leg,N,N,N,0
OBJ_11865449,19140,8/18/20,2-Jan,B,M,26,Multiple/Head,N,N,N,1
OBJ_11865450,19140,8/30/20,15-16,B,M,26,Multiple/Head,N,N,N,1
OBJ_11865451,19132,8/31/20,0-1,B,M,19,Leg,N,N,N,0
OBJ_11865452,19132,8/31/20,0-1,B,F,28,Leg,N,N,N,0
OBJ_11865453,19132,8/31/20,0-1,B,M,31,Buttocks,N,N,N,0
OBJ_11865454,19132,8/31/20,2-Jan,B,M,28,Back,N,N,N,0
OBJ_11865455,19140,9/8/20,21-22,B,M,43,Multiple,N,N,N,1
OBJ_11865456,19140,10/3/20,2-Jan,B,M,18,Arm,N,N,N,0
OBJ_11865457,19132,9/9/20,0-1,B,M,33,Multiple,N,N,N,0
OBJ_11865080,19133,10/12/20,9-Aug,W,M,31,Multiple/Head,N,N,N,1
OBJ_11865081,19134,10/13/20,0-1,B,M,32,Multiple,N,N,N,0
OBJ_11865082,19120,10/13/20,15-16,B,M,19,Multiple,N,N,N,0
OBJ_11865083,19140,10/16/20,22-23,B,M,35,Multiple,N,N,N,1
OBJ_11865084,19140,10/18/20,16-17,W,M,21,Leg,N,N,N,0
OBJ_11865085,19140,11/27/20,6-May,B,M,18,Multiple,N,N,N,0
OBJ_11865086,19140,10/20/20,23-24,W,M,42,Leg,N,N,N,0
OBJ_11865087,19134,11/29/20,23-24,B,M,38,Multiple,N,N,N,0
OBJ_11865088,19134,11/29/20,12-Nov,W,M,23,Multiple,N,N,N,0
OBJ_11865089,19140,10/23/20,22-23,B,M,30,Multiple,N,N,N,0
OBJ_11865090,19133,11/6/20,21-22,W,M,22,Leg,N,N,N,0
OBJ_11865091,19140,10/25/20,13-Dec,B,M,56,Leg,N,N,N,0
OBJ_11865092,19140,10/25/20,16-17,B,M,47,Multiple,N,N,N,0
OBJ_11865093,19132,10/27/20,2-Jan,B,M,20,Multiple,N,N,N,0
OBJ_11865095,19140,11/1/20,14-15,B,M,33,Groin,N,N,N,0
OBJ_11865096,19120,11/1/20,18-19,B,M,32,Head,N,N,N,0
OBJ_11865097,19140,11/1/20,21-22,B,M,29,Multiple/Head,N,N,N,0
OBJ_11865098,19140,11/2/20,16-17,B,M,20,Multiple/Head,N,N,N,0
OBJ_11865099,19140,11/2/20,16-17,B,F,20,Back,N,N,N,0
OBJ_11865100,19133,11/4/20,13-14,W,M,20,Multiple/Head,N,N,N,1
OBJ_11865101,19120,11/5/20,12-Nov,B,M,25,Back,N,N,N,1
OBJ_11865102,19140,11/7/20,22-23,B,M,22,Back,N,N,N,0
OBJ_11865103,19134,11/6/20,19-20,B,M,39,Back,N,N,N,0
OBJ_11865104,19133,12/4/20,15-16,B,M,48,Head,N,N,N,1
OBJ_11865105,19133,12/4/20,11-Oct,B,M,27,Groin,N,N,N,0
OBJ_11865106,19133,11/9/20,22-23,B,M,44,Hand,N,N,N,0
OBJ_11865107,19132,11/10/20,23-24,B,F,27,Multiple,N,N,N,1
OBJ_11865108,19133,11/12/20,12-Nov,B,M,32,Multiple,N,N,N,1
OBJ_11865109,19133,11/12/20,12-Nov,B,F,4,Multiple,N,N,N,0
OBJ_11865110,19134,11/20/20,18-19,W,M,28,Leg,N,N,N,0
OBJ_11865111,19134,11/23/20,21-22,B,M,24,Leg,N,N,N,0
OBJ_11865112,19140,11/25/20,18-19,B,M,20,Abdomen,N,N,N,1
OBJ_11865113,19140,11/26/20,21-22,B,F,32,Leg,N,N,N,0
OBJ_11865114,19132,11/29/20,8-Jul,B,M,35,Multiple,N,N,N,1
OBJ_11865115,19133,12/3/20,16-17,B,M,32,Multiple,N,N,N,1
OBJ_11865116,19140,12/4/20,7-Jun,B,F,32,Head,N,N,N,1
OBJ_11865117,19134,12/11/20,14-15,W,F,21,Foot,N,N,N,0
OBJ_11865118,19140,12/12/20,21-22,W,M,21,LEG,N,N,N,0
OBJ_11865119,19140,12/13/20,3-Feb,W,M,21,Multiple,N,N,N,0
OBJ_11865120,19140,12/16/20,21-22,W,M,32,Multiple,N,N,N,1
OBJ_11865121,19140,12/16/20,21-22,W,F,26,Multiple,N,N,N,0
OBJ_11865122,19133,12/16/20,22-23,W,M,23,Leg,N,N,N,0
OBJ_11865123,19133,12/20/20,22-23,B,F,31,Shoulder,N,N,N,0
OBJ_11865124,19133,12/22/20,23-24,W,F,41,Foot,N,N,N,0
OBJ_11865125,19140,12/23/20,0-1,B,M,38,Multiple,N,N,N,0
OBJ_11865126,19133,2/21/20,19-20,B,M,0,abdomen,N,N,N,1
OBJ_11865127,19133,2/21/20,19-20,B,M,40,Multiple,N,N,N,0
OBJ_11865128,19140,12/24/20,15-16,B,M,24,Multiple,N,N,N,1
OBJ_11865129,19140,12/25/20,2-Jan,B,M,27,Leg,N,N,N,0
OBJ_11865130,19122,6/25/20,0-1,B,M,29,LEG,N,N,N,0
OBJ_11865131,19133,2/21/20,19-20,B,F,39,chest,N,N,N,1
OBJ_11865132,19125,2/22/20,12-Nov,B,M,21,head,N,N,N,0
OBJ_11865133,19123,3/26/20,10-Sep,W,M,38,Leg,N,N,N,0
OBJ_11865134,19123,3/26/20,10-Sep,W,M,43,Leg,N,N,N,0
OBJ_11865135,19123,3/26/20,10-Sep,W,F,56,Arm,N,N,N,0
OBJ_11865136,19133,3/27/20,17-18,W,M,33,Multiple/Head,N,N,N,1
OBJ_11865137,19122,4/8/20,15-16,B,M,38,Multiple,N,N,N,1
OBJ_11865138,19123,4/24/20,21-22,B,M,18,Arm,N,N,N,0
OBJ_11865139,19133,12/31/20,14-15,W,M,17,Multiple,N,N,N,0
OBJ_11865140,19122,4/25/20,3-Feb,B,M,20,Multiple,N,N,N,0
OBJ_11865141,19133,6/22/20,16-17,B,M,22,Hand,N,N,N,0
OBJ_11865142,19123,5/6/20,16-17,B,M,18,Leg,N,N,N,0
OBJ_11865143,19133,5/24/20,22-23,B,M,27,Leg,N,N,N,0
OBJ_11865144,19133,5/29/20,2-Jan,B,M,14,Chest,N,N,N,0
OBJ_11865145,19122,5/31/20,14-15,B,M,30,Abdomen,N,N,N,1
OBJ_11865146,19133,6/1/20,17-18,W,M,33,Leg,N,N,N,0
OBJ_11865147,19133,6/2/20,3-Feb,B,M,25,Back,N,N,N,1
OBJ_11865148,19125,6/2/20,14-15,B,M,26,Leg,N,N,N,0
OBJ_11865149,19133,6/13/20,12-Nov,B,M,33,Back,N,N,N,0
OBJ_11865150,19133,5/6/20,13-14,B,M,28,Multiple,N,N,N,0
OBJ_11865151,19123,5/6/20,13-Dec,B,M,24,Head,N,N,N,1
OBJ_11865152,19133,6/24/20,23-24,B,M,28,Leg,N,N,N,0
OBJ_11865153,19122,6/19/20,0-1,B,M,17,Leg,N,N,N,0
OBJ_11865154,19133,6/24/20,23-24,B,M,22,Multiple,N,N,N,0
OBJ_11865155,19133,6/30/20,23-24,B,M,34,SHOULDER,N,N,N,0
OBJ_11865156,19125,10/21/20,19-20,W,M,24,Hip,N,N,N,0
OBJ_11865157,19133,6/30/20,23-24,B,M,22,MULTI,N,N,N,0
OBJ_11865158,19133,10/28/20,8-Jul,W,M,20,Multiple,N,N,N,0
OBJ_11865159,19122,7/7/20,20-21,B,M,25,Multiple,N,N,N,0
OBJ_11865160,19122,11/3/20,23-24,B,F,5,Multiple,N,N,N,0
OBJ_11865161,19125,7/13/20,13-Dec,A,M,54,Chest,N,N,N,1
OBJ_11865162,19122,8/1/20,18-19,B,M,34,Multiple,N,N,N,1
OBJ_11865163,19133,8/5/20,2-Jan,B,M,30,Multiple,N,N,N,0
OBJ_11865164,19122,7/28/20,22-23,B,M,24,Abdomen,N,N,N,0
OBJ_11865165,19122,7/28/20,22-23,B,M,24,Back,N,N,N,0
OBJ_11865166,19123,8/17/20,2-Jan,B,M,19,Chest,N,N,N,1
OBJ_11865167,19133,9/16/20,18-19,B,M,24,Multiple,N,N,N,0
OBJ_11865168,19122,8/18/20,13-Dec,B,M,12,Abdomen,N,N,N,0
OBJ_11865169,19122,8/19/20,20-21,B,F,18,Leg,N,N,N,0
OBJ_11865170,19122,8/19/20,20-21,B,F,17,Head,N,N,N,0
OBJ_11865171,19122,8/19/20,20-21,B,M,18,Stomach,N,N,N,0
OBJ_11865172,19125,8/21/20,21-22,B,M,33,Leg,N,N,N,0
OBJ_11865173,19120,1/12/20,3-Feb,W,M,33,Back,N,N,N,0
OBJ_11865174,19133,8/23/20,19-20,B,M,40,Leg,N,N,N,0
OBJ_11865175,19125,8/23/20,23-24,W,M,17,Back,N,N,N,0
OBJ_11865176,19122,8/25/20,21-22,B,F,48,Buttocks,N,N,N,0
OBJ_11865177,19133,10/27/20,13-Dec,B,M,29,Multiple,N,N,N,1
OBJ_11865178,19122,10/29/20,19-20,B,M,19,Head,N,N,N,0
OBJ_11865179,19122,8/7/20,20-21,B,M,30,Multiple,N,N,N,0
OBJ_11865180,19123,8/9/20,11-Oct,B,M,24,Multiple,N,N,N,0
OBJ_11865181,19140,2/14/20,21-22,B,M,20,Multiple,N,N,N,1
OBJ_11865182,19120,2/15/20,5-Apr,W,F,26,Stomach,N,N,N,0
OBJ_11865183,19120,2/15/20,5-Apr,B,M,24,Multiple,N,N,N,0
OBJ_11865184,19120,2/15/20,5-Apr,B,M,22,Leg,N,N,N,0
OBJ_11865185,19133,8/15/20,3-Feb,B,M,17,Multiple,N,N,N,0
OBJ_11865186,19133,9/5/20,20-21,B,M,33,Leg,N,N,N,0
OBJ_11865187,19125,10/2/20,20-21,A,M,19,Multiple/Head,N,N,N,1
OBJ_11865188,19133,10/3/20,17-18,B,M,15,Shoulder,N,N,N,0
OBJ_11865189,19133,11/4/20,8-Jul,B,M,33,Multiple,N,N,N,0
OBJ_11865190,19141,3/10/20,9-Aug,B,M,51,Head,N,N,N,1
OBJ_11865191,19133,11/8/20,21-22,B,M,29,Leg,N,N,N,0
OBJ_11865192,19122,11/17/20,16-17,W,M,27,Multiple,N,N,N,0
OBJ_11865193,19125,12/3/20,6-May,W,M,38,Buttocks,N,N,N,0
OBJ_11865194,19122,11/13/20,22-23,B,M,18,Multiple,N,N,N,0
OBJ_11865195,19125,11/16/20,21-22,W,M,18,Multiple,N,N,N,0
OBJ_11865196,19133,9/15/20,0-1,W,M,62,Head,N,N,N,0
OBJ_11865197,19133,12/20/20,5-Apr,B,M,31,Chest,N,N,N,1
